CENTERS:2
LABEL_DICT:{0= 0, 1= 1}
POINTS/LABELS: 
297.4;308.5;42.8;0
299.1;308.1;40.7;0
302.5;311.9;38.8;0
301.7;311.2;38.0;0
302.1;311.2;39.3;0
296.6;307.7;62.3;1
297.1;308.5;35.6;0
301.8;310.8;41.2;0
300.4;311.3;35.1;0
296.9;308.0;53.9;0
299.2;308.3;26.4;0
301.9;310.6;68.6;1
300.0;309.9;28.1;0
301.9;310.7;50.3;0
300.9;311.9;40.9;0
300.4;310.8;37.6;0
301.4;310.8;62.6;1
303.3;311.6;34.7;0
301.4;310.7;34.2;0
302.0;310.4;58.2;1
297.5;308.6;50.5;0
297.1;308.3;25.7;0
301.0;310.4;31.6;0
300.0;309.3;46.0;0
297.5;309.3;37.5;0
301.9;311.5;40.8;0
299.7;311.2;23.7;0
298.1;308.4;43.8;0
299.0;309.0;35.3;0
301.4;310.7;45.1;0
298.0;308.7;36.3;0
297.4;308.5;45.5;0
298.7;308.5;40.7;0
300.1;311.4;47.7;0
301.1;310.1;36.6;0
298.9;309.3;32.5;0
300.7;312.4;37.9;0
301.0;310.9;53.4;0
302.6;312.3;36.6;0
296.8;307.8;47.7;0
298.7;310.2;27.3;0
303.3;311.2;27.3;0
300.6;310.5;38.3;0
300.6;310.9;42.6;0
302.1;310.6;52.0;0
298.5;309.9;42.1;0
303.5;312.9;44.8;0
301.0;311.6;63.5;0
303.9;313.2;48.0;1
299.0;309.4;25.5;0
302.2;311.7;42.5;0
301.9;309.7;31.9;0
299.0;309.4;30.1;0
302.4;311.0;40.6;0
300.5;311.9;28.3;0
296.9;308.4;32.4;0
299.7;309.6;36.8;0
298.8;308.7;48.5;0
299.3;310.4;32.6;0
297.5;308.7;38.0;0
300.9;312.0;27.9;0
299.5;308.6;30.5;0
296.1;307.1;36.0;0
298.0;308.5;26.7;0
300.7;310.6;45.9;0
301.1;310.5;30.7;0
297.5;308.3;38.2;0
297.8;308.4;27.5;0
299.8;309.6;53.2;0
297.1;307.9;44.7;0
302.4;310.3;24.4;0
300.8;310.3;43.4;0
298.8;310.0;44.9;0
299.8;309.1;42.1;0
302.3;311.7;45.4;0
302.1;311.1;36.8;0
303.0;312.5;30.0;0
300.6;311.6;48.0;0
298.3;310.1;45.3;0
299.8;310.0;53.8;0
299.1;308.9;47.2;0
297.4;308.6;46.4;0
298.5;309.6;45.1;0
300.5;309.3;37.0;0
302.6;311.0;39.2;0
300.7;309.5;59.9;0
300.2;311.5;43.6;0
302.5;310.3;39.0;0
297.6;309.0;25.2;0
300.4;309.7;51.2;0
295.8;306.5;35.1;0
302.4;311.4;40.4;0
303.8;312.8;53.3;0
297.4;308.8;62.4;1
298.1;308.2;63.9;1
302.3;310.9;48.9;0
297.8;308.8;36.9;0
297.4;309.1;35.0;0
300.8;312.3;26.3;0
297.6;309.5;20.6;0
298.7;309.7;40.6;0
298.0;308.6;44.1;0
300.7;309.3;45.3;0
300.7;311.8;41.9;0
300.1;311.6;36.6;0
298.8;309.9;44.6;0
303.9;313.0;22.5;0
300.3;311.8;48.0;0
300.9;310.0;36.0;0
301.1;310.7;16.7;0
300.3;311.5;41.0;0
299.7;309.1;41.2;0
300.1;311.5;47.2;0
301.1;310.6;47.6;0
299.4;310.9;47.3;0
297.2;308.5;42.9;0
298.4;308.9;50.0;0
302.4;311.0;46.2;0
300.8;312.0;53.3;0
299.5;310.0;52.7;0
301.5;310.5;44.1;0
302.8;312.4;27.0;0
295.8;306.4;47.6;0
297.4;308.5;37.8;0
302.3;311.7;40.5;0
301.5;310.8;25.5;0
301.9;309.6;43.2;0
303.9;313.0;36.0;0
296.5;307.4;55.6;0
299.9;309.4;53.9;0
300.4;309.6;33.6;0
297.4;308.7;48.9;0
300.0;311.5;49.0;0
301.2;310.3;39.7;0
298.8;308.8;49.9;0
303.1;311.3;55.6;0
298.8;310.3;59.0;0
298.0;308.5;37.7;1
300.7;310.2;54.8;0
300.0;309.1;28.3;0
300.5;309.7;30.5;0
303.5;311.9;38.9;0
299.9;311.3;24.4;0
298.9;308.9;27.1;0
298.0;308.4;42.0;0
301.6;310.7;39.5;0
302.5;310.2;34.8;0
300.4;311.2;62.0;0
302.3;311.1;57.1;0
298.8;309.8;42.4;0
301.7;310.2;28.9;0
301.5;310.6;48.1;0
303.3;311.4;37.3;0
299.8;309.7;47.4;0
298.0;309.0;38.5;0
299.2;308.4;53.2;0
297.1;308.0;25.6;0
302.3;311.4;21.9;0
300.4;312.0;34.9;0
303.5;312.6;34.2;0
302.3;311.7;37.6;0
298.2;308.3;16.8;0
301.9;310.5;39.7;0
297.3;308.5;34.3;0
298.2;308.7;29.4;0
298.6;309.5;30.2;0
296.9;307.9;32.6;0
301.2;311.0;35.1;0
300.5;311.4;51.4;0
298.0;308.3;34.7;0
300.1;311.3;41.0;0
303.4;312.8;38.7;0
300.4;309.9;31.8;0
299.0;309.0;45.2;0
297.2;308.5;25.8;0
298.8;310.0;49.6;0
298.2;309.0;45.8;0
301.6;310.9;50.7;0
301.9;311.0;63.6;0
299.5;308.7;13.0;1
300.3;309.6;46.6;0
302.6;310.2;39.0;0
302.2;311.5;34.0;0
300.3;310.2;52.3;0
298.9;309.7;48.8;0
299.4;308.9;33.7;0
300.9;312.2;23.2;0
301.3;310.7;46.0;0
300.4;311.4;31.7;0
300.8;310.7;48.1;0
298.0;308.7;48.5;0
300.6;311.7;47.7;0
300.7;310.3;50.7;0
298.9;310.0;48.9;0
301.7;311.0;49.2;0
301.4;310.7;44.4;0
298.9;308.8;32.7;0
302.6;312.1;47.3;0
298.3;309.4;29.0;0
301.5;310.6;47.4;0
296.9;307.7;41.4;0
302.5;312.0;43.2;0
298.0;308.5;46.6;0
299.7;311.0;49.8;0
297.5;308.6;29.4;0
301.5;310.7;38.6;0
298.4;310.1;23.7;0
301.0;311.3;39.2;0
303.3;311.8;40.6;0
301.4;310.7;26.1;0
300.1;311.4;35.7;0
301.9;311.4;39.9;0
300.0;311.4;41.2;0
301.9;310.6;38.8;0
300.6;310.6;52.8;0
298.3;309.5;30.3;0
300.2;309.8;24.1;0
301.0;310.9;21.6;0
301.9;310.4;62.8;1
300.0;311.4;49.6;0
300.5;311.8;42.0;0
303.5;311.8;21.9;0
298.0;307.9;51.0;0
301.7;310.2;61.2;1
297.8;307.8;34.3;0
298.7;308.5;35.2;0
298.3;309.6;54.8;0
302.9;311.0;49.9;0
302.3;311.3;34.1;0
299.5;310.0;43.1;0
301.0;311.1;47.4;0
303.6;312.5;48.2;0
303.9;313.2;40.0;0
299.1;310.6;48.0;0
303.3;311.6;45.1;1
300.2;311.4;43.6;0
299.7;311.1;32.4;0
297.8;307.7;39.7;0
303.6;312.0;50.3;0
300.3;311.7;26.3;0
300.8;311.3;43.5;0
300.5;310.4;26.5;0
300.7;311.8;47.0;0
301.8;310.8;43.4;0
297.6;308.7;48.2;0
298.1;307.8;43.5;0
297.2;308.6;46.6;0
303.3;312.2;40.0;0
302.4;311.8;30.0;0
302.7;311.9;46.5;0
297.9;309.0;46.5;0
299.1;308.3;46.9;0
301.3;310.3;55.6;0
303.1;312.5;49.1;0
303.8;312.5;45.1;0
299.7;310.6;35.1;0
302.6;312.3;34.3;0
299.6;310.6;35.1;0
300.1;311.1;33.4;0
297.3;308.2;53.5;0
303.7;312.1;51.8;1
298.7;308.5;39.9;0
299.3;309.0;38.7;0
299.8;310.6;31.3;0
300.7;309.7;52.4;0
296.6;307.6;40.2;0
300.6;309.5;38.8;0
299.6;310.9;31.8;0
299.7;310.4;44.5;0
301.9;310.8;37.6;0
296.9;307.8;37.0;0
298.2;308.3;18.0;0
301.0;310.9;37.3;0
300.8;310.4;46.8;0
299.0;308.6;45.9;0
301.4;310.4;28.9;0
297.5;308.8;57.3;0
301.1;311.0;51.1;0
297.4;308.5;36.4;0
302.4;311.2;47.9;0
302.3;310.1;37.8;0
301.6;310.4;41.1;0
301.7;310.7;21.8;0
298.9;310.0;27.3;0
299.2;308.9;39.1;0
300.9;309.4;25.6;0
302.7;312.3;25.4;0
300.4;310.2;36.9;0
300.5;310.4;33.1;0
299.3;309.1;31.3;0
298.3;308.4;37.0;0
298.6;309.2;19.6;0
299.8;309.4;40.9;0
300.6;310.5;43.1;0
297.3;308.8;36.1;0
297.5;308.9;30.7;0
303.4;311.9;37.9;0
297.0;307.7;47.1;0
303.8;313.1;25.8;0
300.2;309.9;31.2;0
300.6;309.6;42.4;0
297.5;308.2;31.3;0
299.8;309.6;41.7;0
302.0;309.9;42.8;0
300.1;309.3;56.0;0
299.8;309.6;48.0;0
298.7;309.1;32.7;0
298.0;309.1;34.8;0
298.0;308.1;32.3;0
301.6;309.9;43.4;0
297.4;308.6;40.1;0
298.6;310.1;49.9;0
300.9;310.5;21.9;0
298.0;308.8;27.2;0
302.4;310.9;40.7;0
300.3;311.6;38.8;0
299.4;310.4;40.6;0
298.7;309.9;39.7;0
300.4;311.0;46.1;0
297.5;309.2;27.4;0
297.5;308.5;57.4;0
298.1;308.6;53.9;1
299.9;309.2;36.5;0
303.0;311.2;44.6;0
297.6;308.4;38.3;0
302.0;310.9;47.2;0
299.9;311.3;52.3;0
302.9;311.2;23.8;0
300.9;310.9;32.0;0
299.9;309.4;42.2;0
296.4;307.4;36.8;0
300.8;310.3;36.3;0
304.0;313.0;30.4;0
300.7;310.0;29.7;0
298.9;310.1;42.9;0
297.9;307.5;38.3;0
297.6;308.9;47.7;0
302.4;312.0;36.4;0
301.7;311.2;42.6;0
304.2;313.4;41.4;0
297.1;308.4;42.0;0
301.8;310.8;37.6;0
297.8;309.7;22.1;0
297.9;309.0;47.3;0
300.8;309.7;38.1;0
300.7;312.1;36.9;0
298.2;308.3;43.5;0
298.8;308.8;20.7;0
300.4;309.7;50.2;0
300.0;309.8;40.6;0
297.8;308.4;43.5;0
298.8;308.9;47.9;0
301.8;311.1;36.9;0
297.5;308.5;39.1;0
297.0;308.1;44.1;0
300.5;311.9;57.9;0
299.2;310.5;45.8;0
297.3;308.3;38.2;0
298.6;309.7;49.7;0
298.5;308.0;48.1;0
301.8;310.8;33.4;0
297.4;309.0;56.9;0
299.7;309.2;41.6;0
297.5;308.3;45.2;0
302.6;312.0;28.5;0
298.6;309.5;44.3;0
298.5;309.6;44.5;0
304.2;313.5;47.2;0
301.5;310.9;32.3;0
297.2;308.6;53.0;0
303.5;312.4;44.5;0
300.7;310.0;34.6;0
299.4;309.2;34.5;0
298.2;308.6;39.5;0
299.7;309.1;39.4;0
303.4;311.8;58.9;0
296.1;307.1;22.7;0
300.7;311.1;14.3;0
301.3;311.1;28.2;0
298.3;310.1;37.6;0
298.1;308.4;45.6;0
298.7;308.5;46.4;0
297.5;308.9;24.0;0
297.1;308.1;33.3;0
299.1;310.6;49.5;0
298.9;309.9;39.8;0
298.0;308.0;39.2;0
304.1;313.3;38.4;0
299.8;309.7;39.6;0
298.8;308.7;38.2;0
299.7;309.2;49.6;0
300.9;311.2;25.5;0
300.7;309.9;27.0;0
300.9;310.6;34.9;0
300.7;310.9;31.0;0
300.1;311.3;40.0;0
296.7;307.5;42.1;0
297.6;308.7;41.7;0
301.0;310.5;61.4;0
298.3;307.9;41.2;0
298.8;308.5;28.5;0
298.2;308.0;38.2;0
301.3;310.4;30.9;0
300.6;309.3;38.7;0
298.7;310.1;50.7;0
300.3;311.7;51.4;0
300.8;310.7;21.1;0
302.4;310.1;31.6;0
303.8;312.9;34.3;0
303.7;312.7;43.3;0
302.0;310.4;58.0;1
301.0;311.5;31.8;0
301.1;310.7;31.0;0
303.7;312.6;27.6;0
297.5;309.4;45.4;0
303.5;312.0;29.7;0
302.0;310.9;34.4;0
302.0;310.4;35.6;0
300.1;309.0;54.8;0
300.8;310.4;36.0;0
297.6;308.4;41.9;0
303.8;312.6;23.9;0
300.6;309.7;22.8;0
300.7;311.8;42.4;0
297.9;308.1;40.8;0
298.5;308.8;58.7;0
301.7;310.5;33.0;0
297.3;308.3;14.9;0
300.8;312.0;50.2;0
297.5;309.4;36.7;0
297.7;309.3;36.9;0
297.3;308.3;38.2;0
301.0;312.0;37.5;0
302.3;311.0;49.7;0
297.3;308.3;51.9;0
304.1;313.2;43.4;0
300.7;312.3;27.3;0
298.0;308.5;33.0;0
302.1;310.8;35.3;0
297.4;308.8;46.2;0
297.3;308.7;34.1;0
298.1;307.7;38.3;0
299.0;308.7;42.8;0
298.7;309.6;46.7;0
299.2;308.8;39.2;0
302.2;310.6;48.4;1
297.2;308.7;49.9;0
300.7;310.6;41.7;0
303.7;312.9;50.1;0
297.4;308.7;51.1;0
297.5;308.9;30.4;0
303.6;312.0;52.9;1
298.6;308.2;51.4;0
300.4;309.8;40.3;0
300.7;309.6;34.6;0
298.9;309.8;21.7;0
298.9;309.6;55.3;0
299.5;309.4;58.8;1
301.7;310.1;12.6;0
301.3;311.0;50.2;0
299.4;309.0;32.2;0
298.6;308.4;42.4;0
303.9;312.7;24.4;0
299.6;310.9;31.2;0
297.5;308.4;44.3;0
303.5;312.0;25.8;0
297.3;308.3;41.7;0
300.4;311.6;33.0;0
298.4;309.4;50.0;0
298.0;308.9;37.1;0
301.0;311.1;35.6;0
298.8;309.6;41.9;0
300.3;310.0;40.8;0
301.5;310.5;28.7;0
300.1;311.3;42.3;0
300.1;309.1;58.7;0
298.6;310.0;35.5;0
302.4;310.3;36.2;0
302.8;312.2;27.4;0
303.5;312.9;52.9;0
302.5;310.2;43.0;0
298.3;307.8;55.4;0
298.1;307.4;33.9;0
301.6;310.4;35.3;0
301.5;310.5;34.2;0
298.7;309.6;26.9;0
301.7;310.2;30.8;0
297.7;308.2;43.0;0
304.2;313.5;41.3;0
298.1;308.6;42.8;0
297.9;307.7;37.6;0
297.5;309.3;36.1;0
297.6;308.3;34.3;0
301.0;311.5;43.9;0
298.6;309.6;39.1;0
298.8;308.7;35.2;0
301.7;310.6;59.7;0
297.4;308.6;53.6;0
300.4;309.5;29.2;0
300.4;310.5;25.1;0
299.0;310.2;28.8;0
300.6;312.3;37.2;0
301.6;310.7;44.4;0
298.9;308.7;26.6;0
298.8;308.4;27.7;0
302.0;311.2;49.5;0
298.8;310.3;41.8;0
301.0;310.9;29.8;0
303.6;312.3;31.3;0
303.4;311.8;35.9;0
302.2;311.7;45.6;0
298.7;309.8;36.7;0
302.0;310.6;55.3;0
297.7;309.1;38.8;0
299.5;310.8;32.4;0
302.0;310.3;29.6;0
297.5;309.5;27.9;0
297.2;308.5;54.0;0
300.0;309.4;38.5;0
300.2;309.4;38.3;0
302.4;311.2;50.5;0
302.4;311.8;30.1;0
299.8;309.4;43.4;0
299.3;308.8;45.8;0
300.6;310.4;42.6;0
299.8;309.1;35.4;0
298.3;309.1;45.1;0
297.2;308.1;30.9;0
300.0;309.6;38.1;0
303.9;313.0;31.4;0
301.3;311.2;44.5;0
298.4;307.9;28.2;0
298.0;308.1;37.1;0
304.4;313.7;33.5;0
299.2;310.7;36.3;0
302.5;311.5;26.4;0
296.7;307.8;34.6;0
299.8;309.7;42.6;0
298.6;309.8;34.6;0
301.2;309.9;19.7;0
301.6;309.9;43.7;0
302.1;310.1;46.6;0
297.8;308.4;33.2;0
300.5;311.9;22.1;0
297.7;307.3;49.2;0
298.8;308.6;37.7;0
298.9;309.8;36.5;0
299.7;310.8;46.6;0
296.9;307.7;30.8;0
298.7;309.7;37.4;0
299.9;310.4;53.3;0
296.9;307.8;49.1;0
298.8;308.8;40.5;0
302.2;311.7;34.0;0
298.8;309.9;47.4;0
298.1;308.0;35.3;0
303.8;313.2;29.6;0
297.2;308.1;38.5;0
300.2;309.8;49.3;0
298.2;308.2;47.1;0
296.9;307.8;35.8;1
300.9;310.6;36.7;0
297.4;308.6;29.1;0
298.8;309.7;29.6;0
300.0;311.4;39.0;0
300.8;310.6;36.2;0
297.5;308.6;37.6;0
297.5;308.8;34.9;0
298.1;307.6;27.7;0
303.2;311.5;39.2;0
301.6;310.8;65.3;0
302.2;311.5;25.7;0
297.9;307.4;52.8;0
298.3;308.7;28.6;0
301.1;311.2;53.0;0
301.1;310.0;40.1;0
302.1;310.6;38.9;0
297.3;308.7;53.8;0
300.8;310.9;55.8;0
297.7;309.7;30.2;0
297.5;308.5;30.0;0
298.1;307.7;40.3;0
298.4;309.7;34.6;0
303.6;312.4;41.9;0
297.9;308.0;46.2;0
300.7;311.7;38.4;0
299.6;311.1;30.7;0
300.3;309.5;62.2;0
302.9;312.4;51.4;0
301.9;310.9;39.0;1
297.2;308.5;47.9;0
297.0;307.9;27.3;0
